status;base_name;survivor_model_id;old_model_id;old_model_name;extracted_number;marker;item_id;old_item_number;new_item_number;old_item_name;new_item_name;note
PLAN;2 x Monitor 55'';74;79;2 x Monitor 55'' (zestaw 6);6;ZESTAW_PAREN;424;;6;2 x Monitor 55'' (zestaw 6);2 x Monitor 55'' [6];Numer 6 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Monitor 55'';74;80;2 x Monitor 55'' (zestaw 7);7;ZESTAW_PAREN;134;;7;2 x Monitor 55'' (zestaw 7);2 x Monitor 55'' [7];Numer 7 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor dotykowy Iiyama 55""";96;96;"2 x Monitor dotykowy Iiyama 55"" (zestaw 1)";1;ZESTAW_PAREN;362;;1;"2 x Monitor dotykowy Iiyama 55"" (zestaw 1)";"2 x Monitor dotykowy Iiyama 55"" [1]";Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor dotykowy Iiyama 55""";96;97;"2 x Monitor dotykowy Iiyama 55"" (zestaw 2)";2;ZESTAW_PAREN;432;;2;"2 x Monitor dotykowy Iiyama 55"" (zestaw 2)";"2 x Monitor dotykowy Iiyama 55"" [2]";Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor Iiyama 22""";81;81;"2 x Monitor Iiyama 22"" (zestaw 1)";1;ZESTAW_PAREN;115;;1;"2 x Monitor Iiyama 22"" (zestaw 1)";"2 x Monitor Iiyama 22"" [1]";Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor Iiyama 22""";81;82;"2 x Monitor Iiyama 22"" (zestaw 2)";2;ZESTAW_PAREN;436;;2;"2 x Monitor Iiyama 22"" (zestaw 2)";"2 x Monitor Iiyama 22"" [2]";Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor Iiyama 22""";81;83;"2 x Monitor Iiyama 22"" (zestaw 3)";3;ZESTAW_PAREN;483;;3;"2 x Monitor Iiyama 22"" (zestaw 3)";"2 x Monitor Iiyama 22"" [3]";Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor Iiyama 22""";81;84;"2 x Monitor Iiyama 22"" (zestaw 4)";4;ZESTAW_PAREN;412;;4;"2 x Monitor Iiyama 22"" (zestaw 4)";"2 x Monitor Iiyama 22"" [4]";Numer 4 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor Iiyama 22""";81;85;"2 x Monitor Iiyama 22"" (zestaw 5)";5;ZESTAW_PAREN;98;;5;"2 x Monitor Iiyama 22"" (zestaw 5)";"2 x Monitor Iiyama 22"" [5]";Numer 5 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor Iiyama 24""";86;86;"2 x Monitor Iiyama 24"" (zestaw 1)";1;ZESTAW_PAREN;122;1;1;"2 x Monitor Iiyama 24"" (zestaw 1) [1]";"2 x Monitor Iiyama 24"" [1]";Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor Iiyama 24""";86;88;"2 x Monitor Iiyama 24"" (zestaw 2)";2;ZESTAW_PAREN;448;2;2;"2 x Monitor Iiyama 24"" (zestaw 2) [2]";"2 x Monitor Iiyama 24"" [2]";Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor Iiyama 24""";86;89;"2 x Monitor Iiyama 24"" (zestaw 3)";3;ZESTAW_PAREN;317;3;3;"2 x Monitor Iiyama 24"" (zestaw 3) [3]";"2 x Monitor Iiyama 24"" [3]";Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor Iiyama 24""";86;90;"2 x Monitor Iiyama 24"" (zestaw 4)";4;ZESTAW_PAREN;84;4;4;"2 x Monitor Iiyama 24"" (zestaw 4) [4]";"2 x Monitor Iiyama 24"" [4]";Numer 4 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor Iiyama 24""";86;91;"2 x Monitor Iiyama 24"" (zestaw 5)";5;ZESTAW_PAREN;451;5;5;"2 x Monitor Iiyama 24"" (zestaw 5) [5]";"2 x Monitor Iiyama 24"" [5]";Numer 5 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor Iiyama 24""";86;92;"2 x Monitor Iiyama 24"" (zestaw 6)";6;ZESTAW_PAREN;229;6;6;"2 x Monitor Iiyama 24"" (zestaw 6) [6]";"2 x Monitor Iiyama 24"" [6]";Numer 6 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor Iiyama 24""";86;93;"2 x Monitor Iiyama 24"" (zestaw 7)";7;ZESTAW_PAREN;155;7;7;"2 x Monitor Iiyama 24"" (zestaw 7) [7]";"2 x Monitor Iiyama 24"" [7]";Numer 7 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor Iiyama 24""";86;94;"2 x Monitor Iiyama 24"" (zestaw 8)";8;ZESTAW_PAREN;463;8;8;"2 x Monitor Iiyama 24"" (zestaw 8) [8]";"2 x Monitor Iiyama 24"" [8]";Numer 8 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor Iiyama 24""";86;95;"2 x Monitor Iiyama 24"" (zestaw 9)";9;ZESTAW_PAREN;9;9;9;"2 x Monitor Iiyama 24"" (zestaw 9) [9]";"2 x Monitor Iiyama 24"" [9]";Numer 9 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor Iiyama 24""";86;87;"2 x Monitor Iiyama 24"" (zestaw 10)";10;ZESTAW_PAREN;5;10;10;"2 x Monitor Iiyama 24"" (zestaw 10) [10]";"2 x Monitor Iiyama 24"" [10]";Numer 10 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Statyw korbowy AdamHall 4m;103;103;2 x Statyw korbowy AdamHall 4m (zestaw 1);1;ZESTAW_PAREN;445;1;1;2 x Statyw korbowy AdamHall 4m (zestaw 1) [1];2 x Statyw korbowy AdamHall 4m [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Statyw korbowy AdamHall 4m;103;104;2 x Statyw korbowy AdamHall 4m (zestaw 2);2;ZESTAW_PAREN;455;2;2;2 x Statyw korbowy AdamHall 4m (zestaw 2) [2];2 x Statyw korbowy AdamHall 4m [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Statyw korbowy AdamHall 4m;103;105;2 x Statyw korbowy AdamHall 4m (zestaw 3);3;ZESTAW_PAREN;176;3;3;2 x Statyw korbowy AdamHall 4m (zestaw 3) [3];2 x Statyw korbowy AdamHall 4m [3];Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x X-Dot Brighter Wash IP;106;106;2 x X-Dot Brighter Wash IP (zestaw 1);1;ZESTAW_PAREN;387;;1;2 x X-Dot Brighter Wash IP (zestaw 1);2 x X-Dot Brighter Wash IP [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x X-Dot Brighter Wash IP;106;107;2 x X-Dot Brighter Wash IP (zestaw 2);2;ZESTAW_PAREN;131;;2;2 x X-Dot Brighter Wash IP (zestaw 2);2 x X-Dot Brighter Wash IP [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x X-Dot Brighter Wash IP;106;108;2 x X-Dot Brighter Wash IP (zestaw 3);3;ZESTAW_PAREN;50;;3;2 x X-Dot Brighter Wash IP (zestaw 3);2 x X-Dot Brighter Wash IP [3];Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2x Monitor 75""";109;109;"2x Monitor 75"" (zestaw 1)";1;ZESTAW_PAREN;382;1;1;"2x Monitor 75"" (zestaw 1) [1]";"2x Monitor 75"" [1]";Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2x Monitor 75""";109;110;"2x Monitor 75"" (zestaw 2)";2;ZESTAW_PAREN;423;2;2;"2x Monitor 75"" (zestaw 2) [2]";"2x Monitor 75"" [2]";Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2x Monitor 75""";109;111;"2x Monitor 75"" (zestaw 3)";3;ZESTAW_PAREN;28;3;3;"2x Monitor 75"" (zestaw 3) [3]";"2x Monitor 75"" [3]";Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2x Monitor 75""";109;112;"2x Monitor 75"" (zestaw 4)";4;ZESTAW_PAREN;380;4;4;"2x Monitor 75"" (zestaw 4) [4]";"2x Monitor 75"" [4]";Numer 4 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;4 x Aktywna kolumna DAS Audio Action-508A;113;113;4 x Aktywna kolumna DAS Audio Action-508A (zestaw 3);3;ZESTAW_PAREN;202;;3;4 x Aktywna kolumna DAS Audio Action-508A (zestaw 3);4 x Aktywna kolumna DAS Audio Action-508A [3];Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;4 x Aktywna kolumna DAS Audio Action-508A;113;114;4 x Aktywna kolumna DAS Audio Action-508A (zestaw 4);4;ZESTAW_PAREN;379;;4;4 x Aktywna kolumna DAS Audio Action-508A (zestaw 4);4 x Aktywna kolumna DAS Audio Action-508A [4];Numer 4 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;4 x Aktywna kolumna DAS Audio Action-508A;113;115;4 x Aktywna kolumna DAS Audio Action-508A (zestaw 5);5;ZESTAW_PAREN;206;;5;4 x Aktywna kolumna DAS Audio Action-508A (zestaw 5);4 x Aktywna kolumna DAS Audio Action-508A [5];Numer 5 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;4 x Aktywna kolumna DAS Audio Action-508A;113;116;4 x Aktywna kolumna DAS Audio Action-508A (zestaw 6);6;ZESTAW_PAREN;151;;6;4 x Aktywna kolumna DAS Audio Action-508A (zestaw 6);4 x Aktywna kolumna DAS Audio Action-508A [6];Numer 6 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;4 x Martin MAC Aura XIP;123;123;4 x Martin MAC Aura XIP (zestaw 1);1;ZESTAW_PAREN;10;1;1;4 x Martin MAC Aura XIP (zestaw 1) [1];4 x Martin MAC Aura XIP [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;4 x Martin MAC Aura XIP;123;124;4 x Martin MAC Aura XIP (zestaw 2);2;ZESTAW_PAREN;227;2;2;4 x Martin MAC Aura XIP (zestaw 2) [2];4 x Martin MAC Aura XIP [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;4 x Martin MAC Aura XIP;123;125;4 x Martin MAC Aura XIP (zestaw 3);3;ZESTAW_PAREN;143;3;3;4 x Martin MAC Aura XIP (zestaw 3) [3];4 x Martin MAC Aura XIP [3];Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"4 x Monitor Iiyama 22""";126;126;"4 x Monitor Iiyama 22"" (zestaw 1)";1;ZESTAW_PAREN;193;;1;"4 x Monitor Iiyama 22"" (zestaw 1)";"4 x Monitor Iiyama 22"" [1]";Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"4 x Monitor Iiyama 22""";126;127;"4 x Monitor Iiyama 22"" (zestaw 2)";2;ZESTAW_PAREN;14;;2;"4 x Monitor Iiyama 22"" (zestaw 2)";"4 x Monitor Iiyama 22"" [2]";Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"4 x Monitor Iiyama 22""";126;128;"4 x Monitor Iiyama 22"" (zestaw 3)";3;ZESTAW_PAREN;411;;3;"4 x Monitor Iiyama 22"" (zestaw 3)";"4 x Monitor Iiyama 22"" [3]";Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"4 x Monitor Iiyama 22""";126;129;"4 x Monitor Iiyama 22"" (zestaw 4)";4;ZESTAW_PAREN;194;;4;"4 x Monitor Iiyama 22"" (zestaw 4)";"4 x Monitor Iiyama 22"" [4]";Numer 4 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;4 x Naświetlacz Brighter ATOM R+;130;130;4 x Naświetlacz Brighter ATOM R+ (zestaw 1);1;ZESTAW_PAREN;156;;1;4 x Naświetlacz Brighter ATOM R+ (zestaw 1);4 x Naświetlacz Brighter ATOM R+ [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;4 x Naświetlacz Brighter ATOM R+;130;131;4 x Naświetlacz Brighter ATOM R+ (zestaw 2);2;ZESTAW_PAREN;112;;2;4 x Naświetlacz Brighter ATOM R+ (zestaw 2);4 x Naświetlacz Brighter ATOM R+ [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;4 x Naświetlacz Brighter ATOM R+;130;132;4 x Naświetlacz Brighter ATOM R+ (zestaw 3);3;ZESTAW_PAREN;324;;3;4 x Naświetlacz Brighter ATOM R+ (zestaw 3);4 x Naświetlacz Brighter ATOM R+ [3];Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;4 x Naświetlacz LIGHT GO!;133;133;4 x Naświetlacz LIGHT GO! (zestaw 1);1;ZESTAW_PAREN;175;;1;4 x Naświetlacz LIGHT GO! (zestaw 1);4 x Naświetlacz LIGHT GO! [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;4 x Naświetlacz LIGHT GO!;133;134;4 x Naświetlacz LIGHT GO! (zestaw 2);2;ZESTAW_PAREN;418;;2;4 x Naświetlacz LIGHT GO! (zestaw 2);4 x Naświetlacz LIGHT GO! [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;4 x Robe 600X;135;135;4 x Robe 600X (zestaw 1);1;ZESTAW_PAREN;205;;1;4 x Robe 600X (zestaw 1);4 x Robe 600X [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;4 x Robe 600X;135;136;4 x Robe 600X (zestaw 2);2;ZESTAW_PAREN;444;;2;4 x Robe 600X (zestaw 2);4 x Robe 600X [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;4 x Robe 600X;135;137;4 x Robe 600X (zestaw 3);3;ZESTAW_PAREN;100;;3;4 x Robe 600X (zestaw 3);4 x Robe 600X [3];Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;4x Zestaw słuchawkowy Intercom Vokkero;283;283;[1] 4x Zestaw słuchawkowy Intercom Vokkero;1;NUMBER_PREFIX_BRACKET;47;1;1;[1] 4x Zestaw słuchawkowy Intercom Vokkero [1];4x Zestaw słuchawkowy Intercom Vokkero [1];Numer 1 przeniesiony z nazwy modelu (NUMBER_PREFIX_BRACKET)
PLAN;4x Zestaw słuchawkowy Intercom Vokkero;283;284;[2] 4x Zestaw słuchawkowy Intercom Vokkero;2;NUMBER_PREFIX_BRACKET;54;2;2;[2] 4x Zestaw słuchawkowy Intercom Vokkero [2];4x Zestaw słuchawkowy Intercom Vokkero [2];Numer 2 przeniesiony z nazwy modelu (NUMBER_PREFIX_BRACKET)
PLAN;8 x LedBar;148;148;8 x LedBar (zestaw 1);1;ZESTAW_PAREN;74;;1;8 x LedBar (zestaw 1);8 x LedBar [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;8 x LedBar;148;149;8 x LedBar (zestaw 2);2;ZESTAW_PAREN;73;;2;8 x LedBar (zestaw 2);8 x LedBar [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;8 x LedBar;148;150;8 x LedBar (zestaw 3);3;ZESTAW_PAREN;164;;3;8 x LedBar (zestaw 3);8 x LedBar [3];Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;8 x LedBar;148;151;8 x LedBar (zestaw 4);4;ZESTAW_PAREN;425;;4;8 x LedBar (zestaw 4);8 x LedBar [4];Numer 4 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;8 x LedBar;148;152;8 x LedBar (zestaw 5);5;ZESTAW_PAREN;126;;5;8 x LedBar (zestaw 5);8 x LedBar [5];Numer 5 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;8 x LedBar;148;153;8 x LedBar (zestaw 6);6;ZESTAW_PAREN;4;;6;8 x LedBar (zestaw 6);8 x LedBar [6];Numer 6 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;8 x LedPar Ignition;154;154;8 x LedPar Ignition (zestaw 1);1;ZESTAW_PAREN;473;1;1;8 x LedPar Ignition (zestaw 1) [1];8 x LedPar Ignition [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;8 x LedPar Ignition;154;155;8 x LedPar Ignition (zestaw 2);2;ZESTAW_PAREN;396;2;2;8 x LedPar Ignition (zestaw 2) [2];8 x LedPar Ignition [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
